unit_id,Timestamp,wafer_id,die_x,die_y,scan_pass,temp_die_center_c,temp_serdes_corner_c,v_core_v,v_mem_v,i_ddq_ma,total_power_w,fan_speed_rpm,mse_db,eye_height_mv,eye_width_ps,vga_gain_db,fec_codeword_1,fec_codeword_2,fec_codeword_3,fec_codeword_4,fec_codeword_5,fec_codeword_6,fec_codeword_7,fec_codeword_8,fec_codeword_9,fec_codeword_10,fec_codeword_11,fec_codeword_12,fec_codeword_13,fec_codeword_14,fec_codeword_15,ring_osc_speed_ghz,crit_path_delay_ps,leakage_current_ua,bist_status_pass,interrupt_lat_us,pcie_retry_count,correctable_ecc_errors,uptime_hrs
SN_1010,2026-04-02 08:10:00,4,3.8571428571428577,-14.142857142857142,0,71.28987990610591,58.55373056358869,0.9311259755902281,1.1993036654669988,509.9040425626703,58.91821661161489,3092.4227148916293,-23.097547967727802,129.83232125828712,16.48028178238281,10.385250137708669,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.368708855761173,144.4433128159236,13.136223471675335,1,3.9419794418339524,0,1,122.35109945792199
SN_1011,2026-04-02 08:11:00,1,4.714285714285712,-14.142857142857142,0,75.5193867165813,63.94936191873533,0.9177019226061229,1.2068916445707434,513.8009665387506,53.52531418294321,2895.1469353552425,-24.146214604017878,125.99816462836365,15.792497076975433,10.554481852254677,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,3.3169520268334054,149.16139848269296,13.609747226396944,1,5.211211411088819,0,0,56.751444861299184
SN_1012,2026-04-02 08:12:00,2,-6.428571428571429,-13.285714285714286,1,72.37583873247691,63.65445221835545,0.917164396028399,1.193163657177136,419.6298466027839,40.76182272329833,3001.7666320233425,-25.581541838170708,140.62307585039153,15.433864898304506,12.361914270730527,0,0,2,0,0,0,0,0,1,2,3,1,1,1,0,3.3419581207720586,148.24937358288173,9.043803727060215,1,4.409401862746811,0,1,54.97930510279738
SN_1013,2026-04-02 08:13:00,1,-5.571428571428571,-13.285714285714286,1,69.98798079540573,68.84121918512588,0.879181971743163,1.1972627074783324,394.7929805942937,43.44945935047851,3203.163912177588,-21.968125552872888,140.5481698546841,20.736656924566446,11.202561882929901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3543974931838263,144.83006736452467,13.60030903529851,1,4.809739377206256,0,2,119.95311379700946
SN_1014,2026-04-02 08:14:00,1,-4.714285714285715,-13.285714285714286,1,67.05364174105347,66.84993449626742,0.9114579052745013,1.199857296470506,444.2353400369097,46.8570988397656,3030.339914674612,-24.806759491937367,118.64211044813887,17.360180909398597,13.074529790229931,2,0,1,0,0,0,0,1,0,0,2,0,0,1,0,3.4940610398443934,139.22728692346573,11.782736631456704,1,4.872800215244418,0,1,50.82002656212711
SN_1015,2026-04-02 08:15:00,2,-3.8571428571428577,-13.285714285714286,1,64.53918183640955,60.28252351346953,0.8992033979745464,1.2014959795751878,453.3964856020414,49.176116254761276,3189.90838026297,-26.970372325399865,127.81407299370491,16.619721213928933,12.225269722015046,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3.2180321562803376,140.2075907248223,11.489458263624737,1,4.076905312771464,0,4,119.26511977063738
SN_1016,2026-04-02 08:16:00,4,-3.0,-13.285714285714286,1,74.17375663162441,65.68901754564415,0.8917352729469262,1.2009782717470792,448.68737328653367,45.333388125889535,3038.8008440850704,-28.09894897133936,133.37454019100878,15.65018725269041,12.606762150206407,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,3.2285785405710565,137.90723635128094,13.237514212148909,1,4.132825333005591,1,4,94.9240726116458
SN_1017,2026-04-02 08:17:00,3,-2.142857142857144,-13.285714285714286,1,74.56885810692793,67.68612468691622,0.902520230107988,1.2043600577522258,446.3780359513028,48.95459120170207,3082.646911624701,-21.47830096000138,126.72391902372898,15.323171759584184,13.410692320420894,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,3.4346339891647895,144.44695402419788,13.44102934603747,1,5.27268779338934,0,0,79.67455694151131
SN_1018,2026-04-02 08:18:00,1,-1.2857142857142865,-13.285714285714286,1,62.27135106654633,71.11212543755133,0.9141781730191723,1.2084383950964173,451.0760217712597,40.92547523556722,3327.974795961979,-22.766672047057764,137.02025598745357,15.803799109409567,11.690289188193427,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.3521782465287733,142.36518917678242,9.01705015562669,1,4.698090920889608,0,2,67.23345831042418
SN_1019,2026-04-02 08:19:00,2,-0.4285714285714288,-13.285714285714286,1,77.94919489090341,68.55001586965624,0.9075124738650632,1.2039263411565095,475.5710367887691,43.67020960554629,3237.1220821460156,-23.824052905741663,133.3743042149233,16.439243265380025,11.425513294583725,1,0,0,0,0,2,0,1,0,0,0,2,2,0,0,3.3055221778792627,144.27712233757651,10.065318470008505,1,4.803546691146922,0,3,160.4510783985288
SN_1020,2026-04-02 08:20:00,1,0.42857142857142705,-13.285714285714286,1,72.87035610447,68.04338661724591,0.8868228929798692,1.2045358552350922,445.23884535176956,44.1342746485377,3198.550336802998,-24.880549273701607,151.99073488427214,13.179346683905377,12.871702585598813,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,3.2617530775842085,145.69425670202256,13.798818812396345,1,5.036420802317833,0,2,97.16548671496142
SN_1021,2026-04-02 08:21:00,2,1.2857142857142847,-13.285714285714286,1,76.99797322572897,65.24034397846066,0.9111368837038893,1.1841777683325352,435.64793557281826,44.65632171758244,3331.844595960598,-25.057996828406253,111.63665036884255,13.645915606937974,12.509513563929685,0,0,1,0,0,2,0,1,0,2,1,0,0,1,0,3.2814490875666387,152.5932028414492,12.712483615770582,1,4.120891998397729,0,3,104.82028260157853
SN_1022,2026-04-02 08:22:00,3,2.1428571428571423,-13.285714285714286,1,63.28936125757443,66.5532480216938,0.8904361868688606,1.2005022769916567,442.97186287779783,45.25228316475059,3272.0912890021023,-26.15147329688322,128.53076812303124,15.044676416591564,11.8126696901787,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,3.2830015491850406,147.32346943768704,12.272628461733188,1,4.796147281884888,0,1,160.6928761948971
SN_1023,2026-04-02 08:23:00,3,3.0,-13.285714285714286,1,63.17087922292281,69.99801960282464,0.9032502467844643,1.204795075480016,464.48366899391937,47.07273287217658,3416.9844936877053,-24.86291128911977,119.09796986185371,16.310709155167853,13.391457966955942,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.180401740898988,145.28534846011354,10.521494667899656,1,4.944690460725592,0,2,118.15833380598725
SN_1024,2026-04-02 08:24:00,4,3.8571428571428577,-13.285714285714286,0,69.25515345116352,59.6688904100814,0.895449748987843,1.2072894119457045,560.3006719635812,53.66557948548853,3131.021110652729,-28.240174430240348,137.24928946526853,15.641090279272223,11.78775569016007,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3.3778558957521456,138.7408128765013,12.658262476338043,1,5.882267562039081,0,1,161.93082159698315
SN_1025,2026-04-02 08:25:00,2,4.714285714285712,-13.285714285714286,1,72.51392213447598,63.602242691132176,0.8967170062239657,1.193076492257662,434.2964065207705,45.417086060859376,3135.554753220874,-25.47212730693703,110.59393731945346,18.217181839149227,12.032773637555781,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,3.1391474139775295,145.10484618520638,13.828398197410074,1,4.539854174667933,0,1,39.31681063526858
SN_1026,2026-04-02 08:26:00,2,5.571428571428569,-13.285714285714286,1,78.98180411463481,61.90972500497504,0.9114936446256077,1.1934096072511136,452.4733446757221,44.864631329027844,3004.833610041298,-24.62187503270219,134.15575252269863,13.776404819506347,12.02122265083426,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,3.2320750963099005,148.52736596717867,15.476899394464848,1,5.394439790562106,0,2,145.91610697522617
SN_1027,2026-04-02 08:27:00,4,6.428571428571427,-13.285714285714286,1,73.53039456907565,66.51661247490449,0.8843970942027616,1.194258993247164,458.458936048399,42.22233028832655,3135.652892394137,-22.780239905619162,122.4394188238199,14.872981795594944,11.065406105101529,0,2,0,1,1,1,0,2,1,0,0,1,1,0,0,3.2654580537653612,146.56335723275762,11.468719657485266,1,4.999102701158208,0,0,72.29970643532508
SN_1028,2026-04-02 08:28:00,4,-8.142857142857142,-12.428571428571429,1,68.78659361593984,69.92088870260315,0.9291779261141541,1.2053641389989134,425.18554983177944,44.65899993275569,3344.7154841453666,-24.079852926746728,121.19005760654784,18.28013761148665,12.07758538948639,0,1,0,1,0,3,0,0,0,0,0,0,2,1,0,3.471478751028209,140.80855597740245,13.315629267975762,1,4.432204960139188,0,1,140.71020361012913
SN_1029,2026-04-02 08:29:00,2,-7.2857142857142865,-12.428571428571429,1,64.86815396167054,62.6121028531157,0.8726837089605826,1.210338810549242,450.51042918032294,44.56902141030864,3394.99810583932,-22.410153772248883,112.64202155751175,16.19667898701272,13.396760177398491,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,3.291936226507869,143.49420181503686,14.782322370199317,1,4.683529401625554,0,1,147.2116738840769
SN_1030,2026-04-02 08:30:00,4,-6.428571428571429,-12.428571428571429,1,76.15000286359574,55.438782530122246,0.8910349847511772,1.195925398927084,413.35815356644764,44.50475830499086,3344.045775213,-21.30172978977314,124.41908864558793,17.327263874201737,12.444968315376176,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,3.3253169999047425,145.29349172533867,9.826959200002573,1,5.433132180813861,0,1,63.09425560452804
SN_1031,2026-04-02 08:31:00,3,-5.571428571428571,-12.428571428571429,0,65.17647287124643,63.35111701990212,0.9055531783491262,1.2090796231362704,480.77374240651505,55.09527836974435,2930.8712200175846,-21.883659812351798,143.01400636349112,19.076870414904196,12.031063426398932,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,3.229800839141205,143.36754861724424,14.698692762785784,1,5.388497743298877,0,1,82.87160877822896
SN_1032,2026-04-02 08:32:00,1,-4.714285714285715,-12.428571428571429,1,78.14234277386161,68.65389492806963,0.9087647124965297,1.2012347980916458,459.16866019730645,45.22702062184016,3362.4717818991103,-23.058980305242887,129.69773579764626,14.959293373147267,11.83823271883433,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.3694983210278555,142.53157627651532,12.300965380308025,1,4.739860169871562,0,3,128.54606702134618
SN_1033,2026-04-02 08:33:00,3,-3.8571428571428577,-12.428571428571429,1,68.57807675196746,67.15051961179952,0.8984928641914245,1.1987571422283756,440.40313146673043,43.70311446267801,2924.222206509189,-23.976274641638433,137.5321650144937,15.851028493311953,12.33086702840635,3,0,0,0,0,0,0,1,1,2,0,1,0,0,0,3.5361504982796617,136.41119282777416,12.112296448413172,1,5.171862356943873,0,2,38.264010849163775
SN_1034,2026-04-02 08:34:00,4,-3.0,-12.428571428571429,1,77.95291036308925,66.7127449912423,0.8991391394549769,1.1978861577018203,455.0570101905305,48.818144201913796,3334.717598618352,-25.961576016827117,149.9757018635953,15.591359648603692,12.749766628489185,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3.339320086368444,141.92727507465486,11.187406820884874,1,4.4814926516083196,0,1,132.79682894486496
SN_1035,2026-04-02 08:35:00,2,-2.142857142857144,-12.428571428571429,1,73.3946564502964,63.88002679250208,0.9061582512799142,1.2074661136460216,449.55262557479125,41.49155811239095,3144.8323210143417,-22.520111897241367,133.1650670178709,13.068110493275086,12.609238830889753,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,3.273159636015139,146.0045694132668,11.45415809908703,1,4.911720973391867,0,3,39.90810135188314
SN_1036,2026-04-02 08:36:00,2,-1.2857142857142865,-12.428571428571429,1,69.31502255278771,59.883877055120855,0.8965339578381348,1.2032557781678705,425.58999878340506,42.83708967459031,3305.379997090078,-20.64050523555694,123.2944051352519,15.534404794366047,11.668135138178021,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.1374608410019587,148.50046382617796,10.882481696986206,1,4.785203437620847,0,1,155.68162544660038
SN_1037,2026-04-02 08:37:00,3,-0.4285714285714288,-12.428571428571429,1,67.40301814086936,67.06117728649787,0.9208977188690236,1.2227582542764763,448.86864245089157,53.339890872670665,3000.132747815815,-23.315787920699165,135.60702658219347,17.321593281071,12.324781594110114,1,0,1,0,0,1,1,2,1,1,0,0,0,0,0,3.3554953788206077,145.304636040985,10.57046393479131,1,5.465888632762564,0,0,63.792858234674895
SN_1038,2026-04-02 08:38:00,2,0.42857142857142705,-12.428571428571429,0,68.2954606132696,61.6628727598615,0.9125902367134741,1.1914777535700267,494.17246737462864,51.88602593503231,3375.675144905922,-20.165481703147755,123.4684462442285,16.81088431271836,12.479939741148279,0,2,0,1,0,0,0,0,0,1,0,1,1,0,1,3.221124282162887,149.23779535770407,12.674433756642651,1,5.231421289534885,0,0,106.88630594889923
SN_1039,2026-04-02 08:39:00,4,1.2857142857142847,-12.428571428571429,1,72.1415834618762,73.73638693352183,0.9130923652650845,1.2051810170202997,484.774308950035,40.93873597587073,2980.2537880842665,-27.051143416122166,123.94692780043397,16.928624754082016,10.992805012473022,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,3.2395379197630376,144.68572261004482,13.66903115642326,1,4.66196638331519,0,2,40.87010401098328
SN_1040,2026-04-02 08:40:00,3,2.1428571428571423,-12.428571428571429,1,70.38578248108858,67.28202883341807,0.8855076491494438,1.1947079899018849,416.1007413785009,47.20343023500365,3099.731763372023,-26.308326769559084,111.76128640457219,15.43673652904075,12.168230541183695,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,3.374536860032835,141.4890906587084,10.428380572425935,1,4.711753331535755,0,1,62.80701427139693
SN_1041,2026-04-02 08:41:00,2,3.0,-12.428571428571429,1,67.03094295965647,62.67740678978419,0.8988091736339144,1.1913071301301135,445.10536822578547,38.768640438678375,3050.2858058346446,-22.289596984503476,141.1150898930127,15.015854145991538,9.838696113697639,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,3.262109626038444,143.10396296838707,10.95724851702527,1,4.985475023742668,0,3,82.16952626214318
SN_1042,2026-04-02 08:42:00,1,3.8571428571428577,-12.428571428571429,1,69.17184294841184,62.554459010445484,0.8954930107691894,1.1998913286296502,423.94321029881877,44.29417827008268,2936.857272076625,-23.4714195796935,125.36796909220672,17.90388350784793,12.482533709821185,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,3.2924685980634067,146.9960547684525,12.384517466477373,1,4.9193565831629,0,2,94.13503824235406
SN_1043,2026-04-02 08:43:00,1,4.714285714285712,-12.428571428571429,0,70.39288514859575,64.62822317354565,0.884915979364658,1.2013735247940702,539.2605293340199,61.43747477522947,3214.1791351382703,-21.372435646856385,132.18517894979036,15.254024280463495,12.66034305456268,1,1,1,0,0,0,0,1,1,0,2,0,0,1,1,3.3599829075286793,143.927675564458,10.328249095001226,1,4.860238251648026,0,1,24.00971966110672
SN_1044,2026-04-02 08:44:00,4,5.571428571428569,-12.428571428571429,1,59.356329527925936,64.041992311913,0.9054024627591866,1.229181735550601,441.7142157179624,40.3651922335398,3470.913367675544,-24.030943281453478,117.56845685672033,16.44112305818982,12.74754612578646,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,3.2435148908813445,142.4300105805629,12.366195061250897,1,4.8240226353721365,0,0,151.96642978278743
SN_1045,2026-04-02 08:45:00,2,6.428571428571427,-12.428571428571429,1,72.2908405739435,69.46733510211982,0.8919353136333028,1.198158541843168,437.03333200946975,39.054106542783856,3600.035783348001,-25.735950845056664,135.23137155658566,16.245002021016308,11.604953147830432,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.196883397240326,138.76984438073487,11.595466288041536,1,5.689593489692395,0,1,25.105172576478303
SN_1046,2026-04-02 08:46:00,4,7.285714285714285,-12.428571428571429,1,65.10139387641597,65.74566467897618,0.9098310574477536,1.188698212705153,471.33003862628885,40.50245639412691,3214.5733680629373,-24.427186484410086,120.856705142379,18.192575524385678,12.309046835024034,0,1,0,2,0,0,1,0,0,1,2,1,1,0,1,3.3371442868386096,141.42729687602974,9.543081141668628,1,4.774039858450746,0,1,135.4105770711972
SN_1047,2026-04-02 08:47:00,3,8.142857142857142,-12.428571428571429,1,64.23333798397127,62.07347304436589,0.883947126556585,1.2027301071749439,450.7357647919388,47.695078705040956,3367.5021912601283,-27.06536794184747,128.2994953395781,17.45711853650854,13.423953845541167,1,0,0,2,2,0,0,0,0,2,0,0,1,1,2,3.3603480266416823,143.41168223916208,12.707445618011779,1,5.149990601381289,0,1,91.76336337931741
SN_1048,2026-04-02 08:48:00,1,-9.0,-11.571428571428571,0,61.56327826444645,72.56176274062312,0.9257856091926273,1.1792535996245364,537.9161111483992,58.37433015995744,3234.8141956892805,-26.25718134619407,140.53391237486952,14.057112068999318,13.41376964829126,1,1,0,2,0,0,0,0,2,1,1,0,0,0,1,3.253794812285693,142.67477439218516,11.158470634581604,1,6.21133443776951,0,1,99.4387235857982
SN_1049,2026-04-02 08:49:00,3,-8.142857142857142,-11.571428571428571,1,61.03053751066055,65.19723332608089,0.8865550101211191,1.1990804321739572,425.4668515870634,43.46223360906448,3274.832479215232,-22.05511200416398,139.48911174679034,14.21867024983744,11.97082730077344,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,3.2498295204377463,141.10160277778385,13.537572764250832,1,4.576755534987561,0,2,53.990229024173885
SN_1050,2026-04-02 08:50:00,2,-7.2857142857142865,-11.571428571428571,1,63.222762484438555,68.0753587038756,0.9032895350580066,1.2001602528229516,414.8795764018123,47.049637212003205,3148.677702330914,-22.25442517106078,129.7356391297967,16.868364727103703,12.13931963072956,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,3.2119923727225546,151.22950799505696,11.706756279117831,1,5.096358671744866,0,0,111.46104244978139
SN_1051,2026-04-02 08:51:00,4,-6.428571428571429,-11.571428571428571,1,66.45489521184754,62.56709397022097,0.9118778896558211,1.207946003829452,452.68019905100334,49.17076598253597,3229.2615388133904,-23.273991430387845,108.78242760751938,15.90349352893125,13.110911144734434,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3.357079276403161,147.40160379716443,10.933034236792732,1,5.122232371675622,0,0,101.36139492040111
SN_1052,2026-04-02 08:52:00,4,-5.571428571428571,-11.571428571428571,0,79.76629568763283,66.4524625109781,0.8914403935469983,1.2097362224942785,517.0288411126317,60.36203924328947,3280.6218056909643,-27.442155041920937,165.9137268407277,15.317242324069355,10.499197984737826,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3.453511846764267,153.76854284100875,11.950132889917706,1,4.994451473946908,1,1,47.650042553322535
SN_1053,2026-04-02 08:53:00,4,-4.714285714285715,-11.571428571428571,1,67.37060162052398,66.24443996457278,0.9127870296514943,1.1949643038109228,465.6608668113486,44.260994156460455,3113.23104066855,-24.716807151025776,150.95030764327763,17.523441825991707,11.676924257322975,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.37452360686826,138.57917152849174,13.862956147372651,1,5.02055324204006,0,0,58.28913619428756
SN_1054,2026-04-02 08:54:00,3,-3.8571428571428577,-11.571428571428571,1,70.88875053134015,57.44140283161539,0.8815622460329938,1.1984938598537007,448.00228868343623,38.095584846990036,3188.375855016052,-26.4499997773201,138.6720978986596,16.281189073133365,13.335570455536757,0,1,0,0,1,2,1,0,1,2,0,1,0,0,0,3.292705044570615,146.25257490215074,14.762733790912709,1,4.560507734636357,0,0,33.63412257779383
SN_1055,2026-04-02 08:55:00,1,-3.0,-11.571428571428571,1,72.00240693253164,73.06110044184256,0.9217817654877384,1.1923387916938932,455.12688348086573,42.53736323277094,3191.235482150377,-21.64693349242447,120.96155462090834,16.078686080334165,12.975200541684766,1,0,0,0,1,1,0,0,0,1,1,1,0,0,2,3.357316430345283,143.2615643637827,12.889606669842147,1,5.179422191296901,0,1,33.544834380881184
SN_1056,2026-04-02 08:56:00,3,-2.142857142857144,-11.571428571428571,1,70.65532593107925,70.16257784369019,0.9002122389744864,1.188719374451923,409.4154367514689,43.719587415194226,3323.9604975995785,-25.1674442671252,128.63689405957643,17.169742961132574,12.369263777649905,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3.2334553765107077,145.07861200739416,11.11645252440196,1,4.0813823926051445,0,3,25.983713177149426
SN_1057,2026-04-02 08:57:00,3,-1.2857142857142865,-11.571428571428571,1,69.61278269637003,63.41121873541605,0.8910538288804668,1.2030989477938063,497.21092349035644,44.223183610264826,3040.0951742558477,-26.171495421563097,123.4789548426818,15.437336507584654,10.49416759466938,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,3.329472290002426,152.40309458404806,12.048910474152136,1,5.898918633910501,0,2,55.748302869564064
SN_1058,2026-04-02 08:58:00,2,-0.4285714285714288,-11.571428571428571,1,64.02353118200378,60.590921038176575,0.8955122734135885,1.187264144514034,445.8939503741992,44.43642179697384,3192.268668708852,-23.94040766975715,145.16627126915665,18.35277847820883,11.950089766958838,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.2131786353282377,138.04202853419366,11.852374044437749,1,5.856519641541861,0,2,121.87121674517601
SN_1059,2026-04-02 08:59:00,2,0.42857142857142705,-11.571428571428571,1,77.25463774139607,66.39024645521421,0.9121337890408908,1.1958537309942814,467.43967425847995,48.35668379379201,3486.8008203579047,-25.280308913669224,133.15003469022201,14.817928565150488,11.410084603750066,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,3.290225171378496,142.7091433457392,11.774639716773668,1,4.8353840834215145,0,1,69.5350158924993
SN_1060,2026-04-02 09:00:00,2,1.2857142857142847,-11.571428571428571,1,79.03598321818943,65.34679079765759,0.8912331706222435,1.1900482604010076,429.09770824450936,48.82328528006274,3374.6090228878907,-21.032512179592587,120.59003369968201,16.98539359951313,12.331038902817214,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.3860554742423887,142.00748448557417,11.6184149540367,1,5.5258758499796885,0,0,73.35373486090224
SN_1061,2026-04-02 09:01:00,1,2.1428571428571423,-11.571428571428571,1,61.586706529386575,66.42267579425291,0.8887596346586584,1.2054968318629025,457.7002475554335,44.48497903822565,3402.376857333306,-25.46962179506838,124.35093881050261,18.150749257989766,11.19065331520512,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,3.364963045763335,142.71982403033195,10.551858985695288,1,4.853315442351504,0,1,42.99437662878404
SN_1062,2026-04-02 09:02:00,1,3.0,-11.571428571428571,1,64.8798570455681,65.76630958477635,0.8966769510362439,1.218014300992665,417.4288809118814,48.295454628155454,3203.664776026705,-26.798456518449264,143.45425771083885,13.93405676609185,10.974276605025393,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,3.3454780169399485,136.55727660964635,13.463428263513858,1,5.004905014135728,0,1,106.86777614252448
SN_1063,2026-04-02 09:03:00,2,3.8571428571428577,-11.571428571428571,1,68.60094828811496,67.0249639572237,0.8823455683084505,1.1869841201719666,461.30169595649176,46.07298409989327,3248.1496345529035,-28.30582703151503,149.20117416184573,15.484997236221327,9.93513472231636,0,1,0,0,0,2,0,0,0,0,0,2,1,1,1,3.3333021464761785,150.1414806441509,13.29116974566856,1,4.659532305525294,0,1,73.26868438273016
